City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
458,Kyenjojo,UG,2022-06-21 04:51:06,0.6328,30.6214,60.42200000000004,95,27,0.5,scattered clouds
459,Tateyama,JP,2022-06-21 04:51:06,34.9833,139.8667,80.52800000000008,89,100,4.25,moderate rain
460,Mala,PE,2022-06-21 04:51:07,-12.6581,-76.6308,61.62800000000007,81,69,2.49,broken clouds
461,Haines Junction,CA,2022-06-21 04:51:08,60.7522,-137.5108,57.14600000000005,41,69,5.66,broken clouds
462,Soure,BR,2022-06-21 04:51:08,-0.7167,-48.5233,77.93600000000006,80,43,3.76,scattered clouds
463,Severobaykalsk,RU,2022-06-21 04:51:09,55.65,109.3167,53.34800000000003,81,99,0.15,overcast clouds
464,Dalbandin,PK,2022-06-21 04:51:10,28.8947,64.4101,87.99800000000002,10,0,8.13,clear sky
465,Ostrovnoy,RU,2022-06-21 04:48:47,68.0531,39.5131,39.758,92,100,4.23,overcast clouds
466,Awbari,LY,2022-06-21 04:51:11,26.5921,12.7805,82.83200000000002,17,0,3.54,clear sky
467,Nayudupeta,IN,2022-06-21 04:51:12,13.9,79.9,90.48200000000003,45,98,6.36,overcast clouds
468,Yinchuan,CN,2022-06-21 04:51:12,38.4681,106.2731,82.11200000000005,48,96,1.32,overcast clouds
469,Ambon,ID,2022-06-21 04:51:13,-3.6954,128.1814,87.94400000000007,62,40,2.57,scattered clouds
470,Flinders,AU,2022-06-21 04:51:14,-34.5833,150.8552,63.37400000000001,69,95,2.24,light rain
471,Bada,RU,2022-06-21 04:51:15,51.392,109.8717,76.316,32,26,3.88,scattered clouds
472,Solnechnyy,RU,2022-06-21 04:51:16,50.7214,136.6319,68.25200000000008,64,100,3.06,light rain
473,Gouloure,BF,2022-06-21 04:51:16,12.2306,-1.9289,74.93000000000004,73,94,4.76,light rain
474,Boueni,YT,2022-06-21 04:51:17,-12.9025,45.0761,78.78200000000001,66,2,10.15,clear sky
475,Tiznit,MA,2022-06-21 04:51:17,29.5833,-9.5,68.12600000000009,69,0,0.87,clear sky
476,Kaputa,ZM,2022-06-21 04:51:18,-8.4689,29.6619,61.610000000000085,68,15,2.76,few clouds
477,Pisco,PE,2022-06-21 04:51:19,-13.7,-76.2167,58.01000000000008,88,11,2.06,mist
478,Boulder City,US,2022-06-21 04:48:09,35.9786,-114.8325,88.44800000000004,11,0,4.12,clear sky
479,Nibe,DK,2022-06-21 04:51:20,56.9815,9.6392,55.004000000000055,94,42,6.17,scattered clouds
480,Watertown,US,2022-06-21 04:51:21,42.3709,-71.1828,59.108000000000004,73,40,2.57,scattered clouds
481,Saint-Michel-Des-Saints,CA,2022-06-21 04:47:38,46.6834,-73.9159,54.932000000000016,76,89,1.05,overcast clouds
482,Sumbe,AO,2022-06-21 04:51:22,-11.2061,13.8437,65.28200000000001,83,39,2.17,scattered clouds
483,Ust-Nera,RU,2022-06-21 04:51:23,64.5667,143.2,56.641999999999996,68,100,0.7,overcast clouds
484,Umm Kaddadah,SD,2022-06-21 04:51:23,13.6017,26.6876,82.47200000000004,49,46,4.77,scattered clouds
485,Healdsburg,US,2022-06-21 04:51:02,38.6105,-122.8692,74.69600000000005,48,0,2.57,clear sky
486,Hambantota,LK,2022-06-21 04:51:24,6.1241,81.1185,86.342,74,20,6.17,few clouds
487,Pueblo,US,2022-06-21 04:51:25,38.2545,-104.6091,76.83800000000005,30,0,3.09,clear sky
488,Zaysan,KZ,2022-06-21 04:51:26,47.4667,84.8667,88.16000000000008,22,12,2.42,few clouds
489,Lorengau,PG,2022-06-21 04:51:26,-2.0226,147.2712,84.32600000000009,65,66,2.82,broken clouds
490,Bay Roberts,CA,2022-06-21 04:51:27,47.5999,-53.2648,60.062000000000054,96,100,0.89,moderate rain
491,Mount Isa,AU,2022-06-21 04:51:27,-20.7333,139.5,78.566,31,100,5.66,overcast clouds
492,Gobabis,NA,2022-06-21 04:51:28,-22.45,18.9667,42.83600000000007,57,94,1.66,overcast clouds
493,Bandarbeyla,SO,2022-06-21 04:51:29,9.4942,50.8122,84.81200000000007,52,79,15.56,broken clouds
494,Linguere,SN,2022-06-21 04:51:29,15.3953,-15.1193,80.78000000000004,68,100,2.39,light rain
495,Araouane,ML,2022-06-21 04:51:30,18.9048,-3.5265,87.8180000000001,36,79,5.16,broken clouds
496,Lavrentiya,RU,2022-06-21 04:51:31,65.5833,-171.0,41.54000000000002,91,100,5.1,overcast clouds
497,Hamilton,US,2022-06-21 04:49:13,39.1834,-84.5333,68.77400000000002,80,0,0.0,clear sky
498,Nizhnyaya Omka,RU,2022-06-21 04:51:31,55.4338,74.9426,67.83800000000005,80,99,3.68,overcast clouds
499,San Ignacio,BZ,2022-06-21 04:51:32,17.1561,-89.0714,75.34400000000008,100,100,0.0,overcast clouds
500,Lac-Megantic,CA,2022-06-21 04:51:33,45.5834,-70.8823,44.51000000000008,93,45,0.87,scattered clouds
501,Tecklenburg,DE,2022-06-21 04:52:34,52.2167,7.8333,52.34000000000002,93,0,0.51,clear sky
502,Coatzacoalcos,MX,2022-06-21 04:48:35,18.15,-94.4167,77.72000000000006,88,100,3.42,overcast clouds
503,De-Kastri,RU,2022-06-21 04:52:35,51.4667,140.7833,60.74600000000005,71,25,4.04,scattered clouds
504,Tazovskiy,RU,2022-06-21 04:52:35,67.4667,78.7,75.308,40,95,5.29,overcast clouds
505,Kudahuvadhoo,MV,2022-06-21 04:52:36,2.6708,72.8944,83.96600000000001,70,86,5.26,overcast clouds
506,Pulandian,CN,2022-06-21 04:52:36,39.3953,121.9669,85.13600000000008,62,89,3.83,overcast clouds
507,Tual,ID,2022-06-21 04:52:37,-5.6667,132.75,81.608,77,37,6.34,scattered clouds
508,Bloemfontein,ZA,2022-06-21 04:52:37,-29.1211,26.214,44.07800000000007,81,0,2.57,clear sky
509,Bichura,RU,2022-06-21 04:52:38,50.5881,107.6022,76.87400000000002,40,48,1.74,scattered clouds
510,Sabha,LY,2022-06-21 04:52:38,27.0377,14.4283,82.76000000000008,17,0,2.6,clear sky
511,Muravlenko,RU,2022-06-21 04:52:39,63.7898,74.523,78.62000000000006,40,10,9.43,clear sky
512,Cockburn Town,TC,2022-06-21 04:52:39,21.4612,-71.1419,81.15800000000002,79,86,7.32,overcast clouds
513,Manggar,ID,2022-06-21 04:52:40,-2.8833,108.2667,79.16000000000008,85,100,6.71,overcast clouds
514,Vestmanna,FO,2022-06-21 04:52:41,62.1564,-7.1664,43.71800000000009,87,75,4.63,broken clouds
515,Wangjing,IN,2022-06-21 04:52:41,24.6,94.0333,84.18200000000002,63,55,1.66,broken clouds
516,San,ML,2022-06-21 04:52:42,13.3034,-4.8956,79.7,63,45,3.13,light rain
517,Sabang,ID,2022-06-21 04:52:43,5.8933,95.3214,81.35600000000002,77,100,6.93,moderate rain
518,Gizo,SB,2022-06-21 04:52:43,-8.103,156.8419,83.57000000000006,72,31,4.71,scattered clouds
519,Hovd,MN,2022-06-21 04:52:44,48.0056,91.6419,75.86600000000001,17,0,2.74,clear sky
520,Praya,CV,2022-06-21 04:52:45,14.9215,-23.5087,75.65,89,74,3.44,light rain
521,Maine-Soroa,NE,2022-06-21 04:52:45,13.2114,12.0241,84.52400000000002,46,79,4.85,broken clouds
522,Bjorkelangen,NO,2022-06-21 04:52:46,59.8848,11.5694,56.28200000000002,58,47,2.46,scattered clouds
523,Tucuman,AR,2022-06-21 04:51:07,-26.8241,-65.2226,48.2,81,0,4.12,clear sky
524,Tessalit,ML,2022-06-21 04:52:47,20.1986,1.0114,86.25200000000008,25,2,1.21,clear sky
525,Auchel,FR,2022-06-21 04:52:47,50.5034,2.4735,53.00600000000003,96,89,2.11,overcast clouds
526,Zaozerne,UA,2022-06-21 04:52:48,45.1582,33.2787,72.62600000000009,64,93,3.32,overcast clouds
527,Patea,NZ,2022-06-21 04:52:49,-39.7583,174.4833,48.182000000000016,74,53,3.22,broken clouds
528,Tsogni,GA,2022-06-21 04:52:49,-2.7942,10.0988,69.87200000000004,89,67,4.0,broken clouds
529,Kurchum,KZ,2022-06-21 04:52:50,48.5722,83.6542,81.48200000000003,36,68,1.72,broken clouds
530,Natal,BR,2022-06-21 04:52:50,-5.795,-35.2094,75.41600000000001,94,40,2.06,scattered clouds
531,Veraval,IN,2022-06-21 04:52:51,20.9,70.3667,87.27800000000008,71,44,6.65,scattered clouds
532,Manzhouli,CN,2022-06-21 04:52:52,49.6,117.4333,76.44200000000001,36,0,9.82,clear sky
533,Broome,US,2022-06-21 04:52:52,42.2506,-75.833,56.67800000000007,75,54,0.61,broken clouds
534,Bairiki,KI,2022-06-21 04:52:53,1.3292,172.9752,86.0,70,20,3.09,few clouds
535,Ust-Kuyga,RU,2022-06-21 04:52:53,70.0167,135.6,52.070000000000064,36,98,0.7,overcast clouds
536,Praia,CV,2022-06-21 04:51:00,14.9215,-23.5087,75.65,89,74,3.44,light rain
537,Yovon,TJ,2022-06-21 04:52:54,38.3141,69.0378,69.47600000000008,46,82,2.0,broken clouds
538,Magadan,RU,2022-06-21 04:52:55,59.5667,150.8,60.530000000000044,84,100,2.78,overcast clouds
539,Paraiso,CR,2022-06-21 04:52:55,9.8383,-83.8656,65.87600000000009,100,100,0.92,overcast clouds
540,Bonthe,SL,2022-06-21 04:52:56,7.5264,-12.505,76.62200000000004,88,100,2.73,moderate rain
541,Muzhi,RU,2022-06-21 04:52:57,65.3667,64.6667,63.104000000000056,87,96,6.8,light rain
542,Callaway,US,2022-06-21 04:52:57,30.153,-85.5699,77.91800000000009,96,73,0.45,broken clouds
543,Morondava,MG,2022-06-21 04:50:11,-20.2833,44.2833,68.57600000000009,61,0,3.12,clear sky
544,Sulangan,PH,2022-06-21 04:52:58,11.1373,123.7228,82.76000000000008,72,100,1.17,moderate rain
545,Sisimiut,GL,2022-06-21 04:52:58,66.9395,-53.6735,34.016000000000005,93,100,3.34,overcast clouds
546,Parabel,RU,2022-06-21 04:53:59,58.6978,81.4825,76.35200000000009,48,2,3.63,clear sky
547,Noyabrsk,RU,2022-06-21 04:50:25,63.1994,75.4507,78.29600000000005,42,1,9.65,clear sky
548,Llanes,ES,2022-06-21 04:54:00,43.4198,-4.7549,60.116000000000014,78,16,0.99,few clouds
549,Santiago Del Estero,AR,2022-06-21 04:54:01,-27.7951,-64.2615,53.708000000000006,71,0,2.01,clear sky
550,Conselheiro Pena,BR,2022-06-21 04:54:01,-19.1722,-41.4722,64.88600000000008,94,38,1.39,scattered clouds
551,Bugene,TZ,2022-06-21 04:54:02,-1.5911,31.1403,60.33200000000002,76,89,1.07,overcast clouds
552,Bara,NG,2022-06-21 04:54:03,10.3744,10.7288,75.00200000000008,80,66,3.89,broken clouds
553,Pizarro,CO,2022-06-21 04:54:04,4.9533,-77.366,76.38800000000005,89,100,1.57,overcast clouds
554,Shenjiamen,CN,2022-06-21 04:54:04,29.9576,122.298,77.07200000000003,90,72,3.15,broken clouds
555,Kruisfontein,ZA,2022-06-21 04:54:05,-34.0033,24.7314,51.89000000000002,80,36,2.58,scattered clouds
556,Xinan,CN,2022-06-21 04:54:06,26.72,119.8556,74.37200000000004,98,100,1.04,overcast clouds
557,Sandnessjoen,NO,2022-06-21 04:54:07,66.0217,12.6316,52.32200000000004,93,75,10.8,light rain
558,Sitka,US,2022-06-21 04:54:08,57.0531,-135.33,51.69199999999999,82,100,3.09,light rain
559,Almenara,BR,2022-06-21 04:54:08,-16.1836,-40.6944,66.12800000000007,95,77,0.83,broken clouds
560,Sivas,TR,2022-06-21 04:54:09,39.7916,37.0019,66.32600000000009,57,0,0.76,clear sky
561,Saint-Francois,FR,2022-06-21 04:54:10,46.4154,3.9054,66.66800000000009,88,0,1.03,clear sky
562,Luganville,VU,2022-06-21 04:54:10,-15.5333,167.1667,77.16200000000006,85,79,4.45,broken clouds
563,Blythe,US,2022-06-21 04:50:59,33.6103,-114.5964,93.65,6,0,1.54,clear sky
564,Burns Lake,CA,2022-06-21 04:54:11,54.2331,-125.7533,58.424000000000014,69,76,3.31,broken clouds
565,Lac Du Bonnet,CA,2022-06-21 04:54:12,50.2536,-96.0612,66.00200000000008,97,67,2.5,broken clouds
566,Sosnovo-Ozerskoye,RU,2022-06-21 04:54:13,52.5249,111.5418,68.86400000000003,42,45,5.23,scattered clouds
567,Buala,SB,2022-06-21 04:54:14,-8.145,159.5921,82.50800000000001,77,64,2.73,light rain
568,Ambilobe,MG,2022-06-21 04:54:14,-13.2,49.05,70.73600000000008,63,5,1.87,clear sky
569,Nouadhibou,MR,2022-06-21 04:54:15,20.931,-17.0347,71.58200000000002,94,100,2.06,fog
570,Adrar,MR,2022-06-21 04:54:15,20.5022,-10.0711,77.9,66,99,3.06,overcast clouds
571,Mokhsogollokh,RU,2022-06-21 04:54:16,61.4681,128.9203,76.69400000000007,49,100,2.92,overcast clouds
572,Kijang,KR,2022-06-21 04:54:16,35.2442,129.2139,87.53000000000004,82,55,3.45,broken clouds
573,Naantali,FI,2022-06-21 04:54:17,60.4674,22.0243,60.116000000000014,77,0,1.54,clear sky
574,Fort Smith,US,2022-06-21 04:51:58,35.3859,-94.3986,80.63600000000008,77,0,1.54,clear sky
575,Bukama,CD,2022-06-21 04:54:18,-9.2,25.85,63.82400000000001,48,75,1.26,broken clouds
576,Ahipara,NZ,2022-06-21 04:54:19,-35.1667,173.1667,53.54600000000005,75,100,4.75,overcast clouds
577,Machiques,VE,2022-06-21 04:54:19,10.0644,-72.545,74.03000000000004,88,99,1.44,overcast clouds
578,Budingen,DE,2022-06-21 04:54:20,50.3,9.1167,54.71600000000001,77,23,1.4,few clouds
579,Moron,AR,2022-06-21 04:54:21,-34.6534,-58.6198,54.96800000000009,76,100,1.42,overcast clouds
580,Niesky,DE,2022-06-21 04:54:21,51.2924,14.8211,55.31000000000009,93,1,5.96,clear sky
581,Shimanovsk,RU,2022-06-21 04:54:22,52.0,127.7,58.190000000000026,99,100,5.12,light rain
582,Krizevci,HR,2022-06-21 04:54:22,46.0219,16.5425,69.38600000000008,94,41,2.84,scattered clouds
583,Webuye,KE,2022-06-21 04:54:23,0.6075,34.7697,60.89000000000002,84,56,1.66,broken clouds
584,Grand-Santi,GF,2022-06-21 04:54:24,4.25,-54.3833,71.67200000000004,99,100,0.66,overcast clouds
585,Skelleftea,SE,2022-06-21 04:54:24,64.7507,20.9528,57.992,85,0,2.06,clear sky
586,Baker City,US,2022-06-21 04:50:27,44.7749,-117.8344,55.11200000000006,71,0,2.06,clear sky
587,Price,US,2022-06-21 04:54:25,39.5994,-110.8107,59.108000000000004,36,2,3.86,clear sky
588,Pa Sang,TH,2022-06-21 04:54:26,18.5262,98.9394,93.84800000000003,53,78,1.93,broken clouds
589,Taltal,CL,2022-06-21 04:54:26,-25.4,-70.4833,53.07800000000007,81,41,1.08,scattered clouds
590,Antalaha,MG,2022-06-21 04:54:27,-14.9003,50.2788,69.22400000000002,72,11,4.01,few clouds
591,Terekli-Mekteb,RU,2022-06-21 04:54:28,44.1671,45.8698,79.39400000000008,42,0,5.53,clear sky
592,Belaya Gora,RU,2022-06-21 04:54:28,68.5333,146.4167,54.33800000000005,35,31,2.05,scattered clouds
593,Souillac,MU,2022-06-21 04:55:29,-20.5167,57.5167,70.17800000000007,56,20,3.6,few clouds
594,Shelburne,CA,2022-06-21 04:55:30,44.0787,-80.2041,64.85,72,55,3.5,broken clouds
595,Cozumel,MX,2022-06-21 04:55:30,20.5083,-86.9458,78.94400000000007,89,86,6.41,overcast clouds
596,Panshi,CN,2022-06-21 04:55:31,42.9422,126.0561,78.72800000000007,73,100,4.84,overcast clouds
597,Wladyslawowo,PL,2022-06-21 04:55:31,54.7909,18.4009,51.944000000000074,79,99,5.76,light rain
598,Cartagena Del Chaira,CO,2022-06-21 04:55:32,1.3349,-74.8429,68.9,99,71,0.98,broken clouds
599,Itarema,BR,2022-06-21 04:55:32,-2.9248,-39.9167,74.84000000000003,83,79,5.21,broken clouds
600,Villa Rica,US,2022-06-21 04:54:19,33.7321,-84.9191,77.39600000000004,97,79,0.4,broken clouds
601,Polovinnoye,RU,2022-06-21 04:55:33,54.7914,65.9864,59.72000000000006,92,99,5.46,moderate rain
602,Pacific Grove,US,2022-06-21 04:55:34,36.6177,-121.9166,60.54800000000003,84,39,0.45,scattered clouds
603,Mount Gambier,AU,2022-06-21 04:55:34,-37.8333,140.7667,57.524000000000015,64,12,3.65,few clouds
604,Tamiahua,MX,2022-06-21 04:55:35,21.2667,-97.45,77.48600000000008,87,100,2.55,overcast clouds
605,Sawtell,AU,2022-06-21 04:55:35,-30.3833,153.1,70.17800000000007,52,10,3.09,clear sky
606,Nichinan,JP,2022-06-21 04:55:36,31.6,131.3667,78.47600000000008,93,100,4.05,moderate rain
607,Ust-Ilimsk,RU,2022-06-21 04:55:36,58.0006,102.6619,71.25800000000001,38,10,3.59,clear sky
608,Idah,NG,2022-06-21 04:55:37,7.1065,6.7342,73.16600000000001,97,100,1.22,overcast clouds
609,Barcelona,ES,2022-06-21 04:55:37,41.3888,2.159,76.69400000000007,78,20,1.03,few clouds
610,Cairns,AU,2022-06-21 04:53:41,-16.9167,145.7667,78.06200000000007,65,75,8.23,broken clouds
611,Aragarcas,BR,2022-06-21 04:55:38,-15.8975,-52.2508,67.22600000000008,47,2,1.05,clear sky
612,Samaipata,BO,2022-06-21 04:55:39,-18.15,-63.8667,51.242,97,88,2.42,overcast clouds
613,Khani,GE,2022-06-21 04:55:39,41.9563,42.9566,63.96800000000009,63,2,1.44,clear sky
614,Saint Anthony,US,2022-06-21 04:55:40,45.0205,-93.218,87.96200000000006,59,3,2.24,clear sky
615,Ilesha,NG,2022-06-21 04:55:41,7.1371,5.2583,70.68200000000002,100,100,0.77,overcast clouds
616,Nyaunglebin,MM,2022-06-21 04:55:41,17.95,96.7333,84.12800000000007,73,58,2.67,broken clouds
617,Impfondo,CG,2022-06-21 04:55:42,1.6381,18.0667,68.63000000000005,98,93,0.36,overcast clouds
618,Wairoa,NZ,2022-06-21 04:55:43,-39.0333,177.3667,50.55800000000001,82,95,1.79,overcast clouds
619,Anqing,CN,2022-06-21 04:55:43,30.5092,117.0506,85.47800000000007,75,88,4.03,overcast clouds
620,Jiazi,CN,2022-06-21 04:55:44,22.8779,116.067,82.85,82,100,4.18,overcast clouds
621,Chaozhou,CN,2022-06-21 04:55:45,23.6651,116.6379,89.45600000000003,73,100,2.85,moderate rain
622,Palmares Do Sul,BR,2022-06-21 04:55:46,-30.2578,-50.5097,57.45200000000008,79,85,4.44,overcast clouds
623,Hermiston,US,2022-06-21 04:51:00,45.8404,-119.2895,73.41800000000009,53,0,0.0,clear sky
624,Pierre,US,2022-06-21 04:55:47,44.3683,-100.351,63.860000000000085,86,55,3.13,broken clouds
625,Altamira,BR,2022-06-21 04:55:47,-3.2033,-52.2064,69.63800000000005,96,1,0.39,clear sky
626,Panzos,GT,2022-06-21 04:55:48,15.4,-89.6667,73.97600000000008,100,100,0.4,overcast clouds
627,Kargasok,RU,2022-06-21 04:55:48,59.0556,80.8572,76.96400000000003,48,5,4.44,clear sky
628,Aksu,CN,2022-06-21 04:55:49,41.1231,80.2644,81.42800000000007,23,70,0.35,broken clouds
629,San Vicente,AR,2022-06-21 04:55:49,-26.6167,-54.1333,60.044000000000075,94,58,2.19,broken clouds
630,Aksarka,RU,2022-06-21 04:55:50,66.5606,67.7975,57.596000000000046,97,100,5.23,moderate rain
631,Morant Bay,JM,2022-06-21 04:55:51,17.8815,-76.4093,82.02200000000005,82,96,3.46,overcast clouds
632,Nisia Floresta,BR,2022-06-21 04:55:51,-6.0911,-35.2086,75.57800000000006,90,30,2.78,scattered clouds
633,Bata,GQ,2022-06-21 04:55:52,1.8639,9.7658,74.93000000000004,90,73,3.18,light rain
634,Utica,US,2022-06-21 04:55:52,43.1009,-75.2327,55.72400000000002,81,83,0.34,broken clouds
635,Canchungo,GW,2022-06-21 04:55:53,12.0672,-16.0333,77.12600000000009,86,100,1.7,overcast clouds
636,Katherine,AU,2022-06-21 04:55:53,-14.4667,132.2667,86.32400000000001,26,95,6.69,overcast clouds
637,Talnakh,RU,2022-06-21 04:55:54,69.4865,88.3972,78.20600000000003,33,100,6.09,overcast clouds
638,Ruyigi,BI,2022-06-21 04:55:55,-3.45,30.3167,60.98000000000005,69,100,1.32,overcast clouds
639,Laguna De Perlas,NI,2022-06-21 04:55:55,12.3429,-83.6712,76.60400000000006,93,100,5.59,moderate rain
640,Barkhan,PK,2022-06-21 04:55:56,29.8977,69.5256,76.37000000000006,51,2,2.97,clear sky
641,Katobu,ID,2022-06-21 04:56:56,-4.9408,122.5276,76.38800000000005,90,91,3.99,overcast clouds
642,Ilhabela,BR,2022-06-21 04:56:57,-23.7781,-45.3581,65.71400000000003,88,5,1.71,clear sky
643,Guarapari,BR,2022-06-21 04:54:08,-20.6667,-40.4975,65.89400000000008,92,12,1.68,few clouds
644,Imbituba,BR,2022-06-21 04:56:58,-28.24,-48.6703,56.858000000000004,89,57,3.2,broken clouds
645,Svay Rieng,KH,2022-06-21 04:56:58,11.0879,105.7993,93.83000000000004,49,41,4.36,scattered clouds
646,Palmer,US,2022-06-21 04:56:59,42.1584,-72.3287,60.314000000000036,78,97,0.91,overcast clouds
647,Vila Velha,BR,2022-06-21 04:56:59,-20.3297,-40.2925,66.14600000000004,89,100,1.54,overcast clouds
648,Esmeraldas,BR,2022-06-21 04:57:00,-19.7625,-44.3139,63.464000000000034,91,0,1.86,clear sky
649,Dalvik,IS,2022-06-21 04:57:01,65.9702,-18.5286,37.32800000000007,75,48,1.09,scattered clouds
650,Gewane,ET,2022-06-21 04:57:01,10.1664,40.6453,86.43200000000002,38,54,9.97,broken clouds
651,Quatre Cocos,MU,2022-06-21 04:53:48,-20.2078,57.7625,71.09600000000006,53,16,5.16,few clouds
652,Bayir,TR,2022-06-21 04:57:02,37.2687,28.2167,63.12200000000004,74,1,2.95,clear sky
653,Beinamar,TD,2022-06-21 04:57:03,8.6698,15.3813,71.11400000000003,90,100,0.57,light rain
654,Richards Bay,ZA,2022-06-21 04:57:04,-28.783,32.0377,64.74199999999999,72,100,1.13,overcast clouds
655,Hubli,IN,2022-06-21 04:57:04,15.35,75.1667,73.43600000000006,94,40,2.57,light rain
656,Svetlogorsk,BY,2022-06-21 04:57:05,52.6333,29.7333,68.95400000000006,89,100,2.5,overcast clouds
657,Constantine,DZ,2022-06-21 04:57:05,36.365,6.6147,69.20600000000003,42,0,0.51,clear sky
658,Ranong,TH,2022-06-21 04:57:07,9.9658,98.6348,87.72800000000007,67,99,2.88,overcast clouds
659,Eucaliptus,BO,2022-06-21 04:57:07,-17.5833,-67.5167,38.102000000000075,84,52,2.12,broken clouds
660,Cambara,BR,2022-06-21 04:57:08,-23.0464,-50.0736,59.25200000000008,95,0,1.72,clear sky
661,Padang,ID,2022-06-21 04:53:23,-0.9492,100.3543,86.05400000000006,69,63,2.25,broken clouds
662,North Bend,US,2022-06-21 04:55:13,43.4065,-124.2243,58.91000000000008,92,100,11.32,overcast clouds
663,Ola,RU,2022-06-21 04:57:09,59.5833,151.2833,61.141999999999996,85,100,3.56,overcast clouds
664,Dingle,PH,2022-06-21 04:57:10,10.9995,122.6711,81.48200000000003,82,100,2.11,light rain
665,Goba,ET,2022-06-21 04:57:10,7.0167,39.9833,57.56000000000009,65,47,0.47,scattered clouds
666,Kinablangan,PH,2022-06-21 04:57:11,7.6947,126.5503,84.70400000000006,74,72,2.56,broken clouds
667,Sarmizegetusa,RO,2022-06-21 04:57:12,45.5167,22.7833,72.35600000000002,54,5,1.81,clear sky
668,Carballo,ES,2022-06-21 04:57:12,43.213,-8.691,58.01000000000008,93,70,1.85,broken clouds
669,Tecoanapa,MX,2022-06-21 04:57:13,16.5167,-98.75,78.674,87,100,1.13,overcast clouds
670,Camabatela,AO,2022-06-21 04:57:14,-8.1881,15.375,55.346000000000046,88,39,0.76,scattered clouds
671,Swakopmund,NA,2022-06-21 04:55:53,-22.6833,14.5333,53.978000000000065,80,2,1.79,clear sky
672,Celendin,PE,2022-06-21 04:57:15,-6.8703,-78.1517,50.73800000000004,89,92,1.03,overcast clouds
673,Keti Bandar,PK,2022-06-21 04:57:15,24.1447,67.4497,86.57600000000009,75,49,11.39,scattered clouds
674,Storebo,NO,2022-06-21 04:57:16,60.0948,5.2271,53.276000000000096,96,100,0.89,light rain
675,Megion,RU,2022-06-21 04:57:16,61.0296,76.1136,77.01800000000009,47,9,8.19,clear sky
676,Chipinge,ZW,2022-06-21 04:57:17,-20.1883,32.6236,53.52800000000006,81,78,2.16,broken clouds
677,Iquitos,PE,2022-06-21 04:57:18,-3.7481,-73.2472,73.43600000000006,100,40,0.51,scattered clouds
678,Chernyshevskiy,RU,2022-06-21 04:57:19,63.0128,112.4714,66.50600000000003,21,0,3.92,clear sky
679,Acarau,BR,2022-06-21 04:52:27,-2.8856,-40.12,75.34400000000008,82,68,5.27,light rain
680,Pontianak,ID,2022-06-21 04:57:20,-0.0333,109.3333,82.38200000000002,78,40,2.06,scattered clouds
681,Bima,ID,2022-06-21 04:57:21,-8.4667,118.7167,88.98800000000006,49,13,1.69,few clouds
682,Mizan Teferi,ET,2022-06-21 04:57:21,6.9833,35.5833,62.81600000000001,93,93,0.93,overcast clouds
683,Bharatpur,IN,2022-06-21 04:57:22,27.2167,77.4833,93.308,40,28,2.24,scattered clouds
684,Toppenish,US,2022-06-21 04:57:23,46.3774,-120.3087,69.8180000000001,48,8,0.86,clear sky
685,San Cosme Y Damian,PY,2022-06-21 04:57:24,-27.3167,-56.35,66.38000000000005,96,95,2.37,light rain
686,Teya,RU,2022-06-21 04:58:24,60.3778,92.6267,77.39600000000004,34,5,2.63,clear sky
